Gene,Temp37_effect_size,Temp37_fdr
orf19.7011,-7.525704193,2.39E-09
orf19.6886,-7.532093564,6.36E-09
orf19.4827,-7.532751749,1.19E-08
orf19.4230,-7.54453888,5.95E-07
orf19.3240,-7.54795771,1.70E-08
orf19.6193,-7.548156708,2.68E-08
orf19.4413,-7.554707719,2.81E-07
orf19.4704,-7.561736906,2.74E-10
orf19.6882.1,-7.568730501,1.19E-08
orf19.3295,-7.574356394,1.63E-09
orf19.3941,-7.593560345,1.46E-07
orf19.4003,-7.659387639,2.45E-09
orf19.2551,-7.707099336,6.95E-08
orf19.2329.1,-7.715406049,3.24E-07
orf19.4930,-7.728770181,1.73E-08
orf19.4788,-7.73294922,3.24E-07
orf19.7217,-7.739371813,7.19E-10
orf19.3003.1,-7.741241028,5.78E-09
orf19.2755,-7.773763557,3.66E-07
orf19.3942.1,-7.77628838,1.47E-09
orf19.5996.1,-7.77644454,5.03E-08
orf19.2298,-7.784007721,2.16E-09
orf19.6991,-7.784224975,6.43E-10
orf19.5440,-7.815277946,1.18E-08
orf19.4675,-7.846631435,5.34E-08
orf19.7161,-7.856589502,1.49E-06
orf19.3174,-7.867606025,1.47E-08
orf19.2857,-7.894539642,1.23E-07
orf19.7292,-7.917262185,6.60E-09
orf19.6515,-7.925819557,9.61E-11
orf19.3356,-7.959475214,6.66E-10
orf19.7048.1,-7.972542029,9.61E-11
orf19.978,-8.015772602,3.63E-08
orf19.6975,-8.024608506,3.12E-12
orf19.4705,-8.033794765,3.99E-09
orf19.5229,-8.046012783,3.66E-07
orf19.7018,-8.067012356,3.12E-12
orf19.4909.1,-8.06921834,1.22E-09
orf19.4326,-8.084495003,1.74E-07
orf19.1446,-8.099288661,9.22E-09
orf19.6582,-8.151604529,1.64E-09
orf19.2970,-8.168868895,6.36E-09
orf19.3788.1,-8.230857255,6.37E-08
orf19.2862,-8.256852196,9.03E-09
orf19.121,-8.258113952,5.34E-08
orf19.7046,-8.26536756,5.67E-08
orf19.2622,-8.291496055,5.78E-08
orf19.4233,-8.300451343,2.20E-07
orf19.117,-8.306520761,1.19E-10
orf19.923,-8.377167297,4.13E-09
orf19.6537,-8.426467462,5.62E-09
orf19.406,-8.565460533,3.67E-09
orf19.979,-8.657580424,2.51E-10
orf19.6029,-8.735129252,2.81E-11
orf19.3462,-8.833681827,1.03E-07
orf19.3126,-8.847126124,1.42E-09
orf19.4236,-8.935556499,9.31E-09
orf19.4473,-9.013158117,1.64E-11
